Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Lengths,Bwd Packet Lengths,Flow Bytes/s,Flow Packets/s,Flow IATs,Last Seen,Fwd IATs,Bwd IATs,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,Fwd Header Length,Bwd Header Length
192.168.1.67-255.255.255.255-0-0-UDP,192.168.1.67,0,255.255.255.255,0,UDP,1747577558.5211902,5599685.6689453125,4,0,1336,0,"[334, 334, 334, 334]",[],1336,4,"[0.0, 0.11314892768859863, 5.04033088684082, 0.44620585441589355]",1747577564.1208758,"[0.0, 0.11314892768859863, 5.04033088684082, 0.44620585441589355]",[],0,0,0,0,0,0,0,0,0,0,0,0
172.16.73.72-172.16.255.255-0-0-UDP,172.16.73.72,0,172.16.255.255,0,UDP,1747577559.6424484,6878137.826919556,9,0,990,0,"[110, 110, 110, 110, 110, 110, 110, 110, 110]",[],990,9,"[0.0, 0.1113440990447998, 0.11202383041381836, 3.133281707763672, 0.11278915405273438, 0.11130332946777344, 3.163803815841675, 0.030456066131591797, 0.10313582420349121]",1747577566.5205863,"[0.0, 0.1113440990447998, 0.11202383041381836, 3.133281707763672, 0.11278915405273438, 0.11130332946777344, 3.163803815841675, 0.030456066131591797, 0.10313582420349121]",[],0,0,0,0,0,0,0,0,0,0,0,0
172.16.66.82-255.255.255.255-0-0-UDP,172.16.66.82,0,255.255.255.255,0,UDP,1747577562.2155783,0.0,1,0,286,0,[286],[],286,1,[0.0],1747577562.2155783,[0.0],[],0,0,0,0,0,0,0,0,0,0,0,0
172.16.73.109-142.250.207.234-0-0-UDP,172.16.73.109,0,142.250.207.234,0,UDP,1747577562.3280656,0.0,1,0,71,0,[71],[],71,1,[0.0],1747577562.3280656,[0.0],[],0,0,0,0,0,0,0,0,0,0,0,0
142.250.207.234-172.16.73.109-0-0-UDP,142.250.207.234,0,172.16.73.109,0,UDP,1747577562.4402223,0.0,1,0,67,0,[67],[],67,1,[0.0],1747577562.4402223,[0.0],[],0,0,0,0,0,0,0,0,0,0,0,0
172.16.61.70-255.255.255.255-0-0-UDP,172.16.61.70,0,255.255.255.255,0,UDP,1747577562.5527809,111195.80268859863,2,0,668,0,"[334, 334]",[],668,2,"[0.0, 0.11119580268859863]",1747577562.6639767,"[0.0, 0.11119580268859863]",[],0,0,0,0,0,0,0,0,0,0,0,0
172.16.65.113-255.255.255.255-0-0-UDP,172.16.65.113,0,255.255.255.255,0,UDP,1747577562.8876266,0.0,1,0,864,0,[864],[],864,1,[0.0],1747577562.8876266,[0.0],[],0,0,0,0,0,0,0,0,0,0,0,0
172.16.71.229-172.16.255.255-0-0-UDP,172.16.71.229,0,172.16.255.255,0,UDP,1747577563.4486258,0.0,1,0,86,0,[86],[],86,1,[0.0],1747577563.4486258,[0.0],[],0,0,0,0,0,0,0,0,0,0,0,0
172.16.72.190-224.0.0.251-0-0-UDP,172.16.72.190,0,224.0.0.251,0,UDP,1747577564.0079062,0.0,1,0,87,0,[87],[],87,1,[0.0],1747577564.0079062,[0.0],[],0,0,0,0,0,0,0,0,0,0,0,0
172.16.86.78-239.255.255.250-0-0-UDP,172.16.86.78,0,239.255.255.250,0,UDP,1747577564.2322376,0.0,1,0,179,0,[179],[],179,1,[0.0],1747577564.2322376,[0.0],[],0,0,0,0,0,0,0,0,0,0,0,0
172.16.84.16-172.16.255.255-0-0-UDP,172.16.84.16,0,172.16.255.255,0,UDP,1747577564.4568045,0.0,1,0,594,0,[594],[],594,1,[0.0],1747577564.4568045,[0.0],[],0,0,0,0,0,0,0,0,0,0,0,0
192.168.1.78-239.255.255.250-0-0-UDP,192.168.1.78,0,239.255.255.250,0,UDP,1747577564.7930164,784145.3552246094,2,0,360,0,"[180, 180]",[],360,2,"[0.0, 0.7841453552246094]",1747577565.5771618,"[0.0, 0.7841453552246094]",[],0,0,0,0,0,0,0,0,0,0,0,0
172.16.75.153-224.0.0.251-0-0-UDP,172.16.75.153,0,224.0.0.251,0,UDP,1747577564.9051323,0.0,1,0,119,0,[119],[],119,1,[0.0],1747577564.9051323,[0.0],[],0,0,0,0,0,0,0,0,0,0,0,0
192.168.1.68-255.255.255.255-0-0-UDP,192.168.1.68,0,255.255.255.255,0,UDP,1747577565.0167696,111755.1326751709,2,0,668,0,"[334, 334]",[],668,2,"[0.0, 0.1117551326751709]",1747577565.1285248,"[0.0, 0.1117551326751709]",[],0,0,0,0,0,0,0,0,0,0,0,0
172.16.65.120-255.255.255.255-0-0-UDP,172.16.65.120,0,255.255.255.255,0,UDP,1747577565.2407417,0.0,1,0,864,0,[864],[],864,1,[0.0],1747577565.2407417,[0.0],[],0,0,0,0,0,0,0,0,0,0,0,0
172.16.74.40-172.16.255.255-0-0-UDP,172.16.74.40,0,172.16.255.255,0,UDP,1747577565.3542283,0.0,1,0,594,0,[594],[],594,1,[0.0],1747577565.3542283,[0.0],[],0,0,0,0,0,0,0,0,0,0,0,0
172.16.71.218-224.0.0.251-0-0-UDP,172.16.71.218,0,224.0.0.251,0,UDP,1747577565.4649277,0.0,1,0,152,0,[152],[],152,1,[0.0],1747577565.4649277,[0.0],[],0,0,0,0,0,0,0,0,0,0,0,0
172.16.72.72-172.16.255.255-0-0-UDP,172.16.72.72,0,172.16.255.255,0,UDP,1747577565.6897583,0.0,1,0,594,0,[594],[],594,1,[0.0],1747577565.6897583,[0.0],[],0,0,0,0,0,0,0,0,0,0,0,0
172.16.65.123-255.255.255.255-0-0-UDP,172.16.65.123,0,255.255.255.255,0,UDP,1747577565.8010902,0.0,1,0,913,0,[913],[],913,1,[0.0],1747577565.8010902,[0.0],[],0,0,0,0,0,0,0,0,0,0,0,0
172.16.65.125-255.255.255.255-0-0-UDP,172.16.65.125,0,255.255.255.255,0,UDP,1747577565.9125261,0.0,1,0,913,0,[913],[],913,1,[0.0],1747577565.9125261,[0.0],[],0,0,0,0,0,0,0,0,0,0,0,0
192.168.1.73-255.255.255.255-0-0-UDP,192.168.1.73,0,255.255.255.255,0,UDP,1747577566.0237877,113230.22842407227,2,0,668,0,"[334, 334]",[],668,2,"[0.0, 0.11323022842407227]",1747577566.137018,"[0.0, 0.11323022842407227]",[],0,0,0,0,0,0,0,0,0,0,0,0
172.16.65.116-255.255.255.255-0-0-UDP,172.16.65.116,0,255.255.255.255,0,UDP,1747577566.2477014,0.0,1,0,864,0,[864],[],864,1,[0.0],1747577566.2477014,[0.0],[],0,0,0,0,0,0,0,0,0,0,0,0
172.16.65.112-255.255.255.255-0-0-UDP,172.16.65.112,0,255.255.255.255,0,UDP,1747577566.3601193,0.0,1,0,865,0,[865],[],865,1,[0.0],1747577566.3601193,[0.0],[],0,0,0,0,0,0,0,0,0,0,0,0
192.168.56.1-224.0.0.22-0-0-PROTO-2,192.168.56.1,0,224.0.0.22,0,PROTO-2,1747577566.38551,246198.17733764648,3,0,162,0,"[54, 54, 54]",[],162,3,"[0.0, 0.03074502944946289, 0.2154531478881836]",1747577566.6317081,"[0.0, 0.03074502944946289, 0.2154531478881836]",[],0,0,0,0,0,0,0,0,0,0,0,0
192.168.56.1-224.0.0.252-0-0-UDP,192.168.56.1,0,224.0.0.252,0,UDP,1747577566.5189645,306010.48469543457,2,0,150,0,"[75, 75]",[],150,2,"[0.0, 0.30601048469543457]",1747577566.824975,"[0.0, 0.30601048469543457]",[],0,0,0,0,0,0,0,0,0,0,0,0
172.16.72.190-239.255.255.250-0-0-UDP,172.16.72.190,0,239.255.255.250,0,UDP,1747577567.2725434,0.0,1,0,167,0,[167],[],167,1,[0.0],1747577567.2725434,[0.0],[],0,0,0,0,0,0,0,0,0,0,0,0
172.16.65.157-255.255.255.255-0-0-UDP,172.16.65.157,0,255.255.255.255,0,UDP,1747577567.3850527,0.0,1,0,309,0,[309],[],309,1,[0.0],1747577567.3850527,[0.0],[],0,0,0,0,0,0,0,0,0,0,0,0
172.16.65.152-255.255.255.255-0-0-UDP,172.16.65.152,0,255.255.255.255,0,UDP,1747577567.4964106,0.0,1,0,309,0,[309],[],309,1,[0.0],1747577567.4964106,[0.0],[],0,0,0,0,0,0,0,0,0,0,0,0
0.0.0.0-255.255.255.255-0-0-UDP,0.0.0.0,0,255.255.255.255,0,UDP,1747577567.6085725,0.0,1,0,342,0,[342],[],342,1,[0.0],1747577567.6085725,[0.0],[],0,0,0,0,0,0,0,0,0,0,0,0
192.168.1.1-239.255.255.250-0-0-PROTO-2,192.168.1.1,0,239.255.255.250,0,PROTO-2,1747577567.720954,12309398.174285889,10,0,600,0,"[60, 60, 60, 60, 60, 60, 60, 60, 60, 60]",[],600,10,"[0.0, 0.33521580696105957, 0.22328472137451172, 0.3355977535247803, 0.899968147277832, 0.4466738700866699, 0.33749961853027344, 0.8956444263458252, 3.810991048812866, 5.02452278137207]",1747577580.030352,"[0.0, 0.33521580696105957, 0.22328472137451172, 0.3355977535247803, 0.899968147277832, 0.4466738700866699, 0.33749961853027344, 0.8956444263458252, 3.810991048812866, 5.02452278137207]",[],0,0,0,0,0,0,0,0,0,0,0,0
172.16.72.57-172.16.255.255-0-0-UDP,172.16.72.57,0,172.16.255.255,0,UDP,1747577583.0071795,0.0,1,0,594,0,[594],[],594,1,[0.0],1747577583.0071795,[0.0],[],0,0,0,0,0,0,0,0,0,0,0,0
52.108.240.61-172.16.73.109-443-49904-TCP,52.108.240.61,443,172.16.73.109,49904,TCP,1747577583.1201851,0.0,1,0,87,0,[87],[],87,1,[0.0],1747577583.1201851,[0.0],[],1,0,0,0,0,0,0,1,1,0,20,0
172.16.73.109-52.108.240.61-49904-443-TCP,172.16.73.109,49904,52.108.240.61,443,TCP,1747577583.2311203,0.0,1,0,54,0,[54],[],54,1,[0.0],1747577583.2311203,[0.0],[],0,0,0,0,0,0,0,0,1,0,20,0
172.16.73.109-239.255.255.250-0-0-PROTO-2,172.16.73.109,0,239.255.255.250,0,PROTO-2,1747577583.3442547,0.0,1,0,46,0,[46],[],46,1,[0.0],1747577583.3442547,[0.0],[],0,0,0,0,0,0,0,0,0,0,0,0
172.16.71.58-224.0.0.251-0-0-UDP,172.16.71.58,0,224.0.0.251,0,UDP,1747577583.45629,0.0,1,0,99,0,[99],[],99,1,[0.0],1747577583.45629,[0.0],[],0,0,0,0,0,0,0,0,0,0,0,0
172.16.65.118-255.255.255.255-0-0-UDP,172.16.65.118,0,255.255.255.255,0,UDP,1747577583.5680919,0.0,1,0,864,0,[864],[],864,1,[0.0],1747577583.5680919,[0.0],[],0,0,0,0,0,0,0,0,0,0,0,0
172.16.83.50-172.16.255.255-0-0-UDP,172.16.83.50,0,172.16.255.255,0,UDP,1747577583.6803625,0.0,1,0,92,0,[92],[],92,1,[0.0],1747577583.6803625,[0.0],[],0,0,0,0,0,0,0,0,0,0,0,0
172.16.83.50-224.0.0.251-0-0-UDP,172.16.83.50,0,224.0.0.251,0,UDP,1747577583.7938194,115180.96923828125,2,0,148,0,"[74, 74]",[],148,2,"[0.0, 0.11518096923828125]",1747577583.9090004,"[0.0, 0.11518096923828125]",[],0,0,0,0,0,0,0,0,0,0,0,0
172.16.83.50-224.0.0.252-0-0-UDP,172.16.83.50,0,224.0.0.252,0,UDP,1747577584.0208476,112225.05569458008,2,0,136,0,"[68, 68]",[],136,2,"[0.0, 0.11222505569458008]",1747577584.1330726,"[0.0, 0.11222505569458008]",[],0,0,0,0,0,0,0,0,0,0,0,0
172.16.72.59-172.16.255.255-0-0-UDP,172.16.72.59,0,172.16.255.255,0,UDP,1747577584.2450852,0.0,1,0,594,0,[594],[],594,1,[0.0],1747577584.2450852,[0.0],[],0,0,0,0,0,0,0,0,0,0,0,0
172.16.73.110-172.16.255.255-0-0-UDP,172.16.73.110,0,172.16.255.255,0,UDP,1747583709.146407,444238.42430114746,3,0,330,0,"[110, 110, 110]",[],330,3,"[0.0, 0.33370447158813477, 0.1105339527130127]",1747583709.5906453,"[0.0, 0.33370447158813477, 0.1105339527130127]",[],0,0,0,0,0,0,0,0,0,0,0,0
172.16.83.50-172.16.255.255-0-0-UDP,172.16.83.50,0,172.16.255.255,0,UDP,1747583709.7006254,0.0,1,0,92,0,[92],[],92,1,[0.0],1747583709.7006254,[0.0],[],0,0,0,0,0,0,0,0,0,0,0,0
172.16.72.203-172.16.255.255-0-0-UDP,172.16.72.203,0,172.16.255.255,0,UDP,1747583709.8103802,0.0,1,0,594,0,[594],[],594,1,[0.0],1747583709.8103802,[0.0],[],0,0,0,0,0,0,0,0,0,0,0,0
192.168.1.78-239.255.255.250-0-0-UDP,192.168.1.78,0,239.255.255.250,0,UDP,1747583709.9237108,0.0,1,0,180,0,[180],[],180,1,[0.0],1747583709.9237108,[0.0],[],0,0,0,0,0,0,0,0,0,0,0,0
192.168.1.1-239.255.255.250-0-0-PROTO-2,192.168.1.1,0,239.255.255.250,0,PROTO-2,1747583710.0317872,2240270.8530426025,2,0,120,0,"[60, 60]",[],120,2,"[0.0, 2.2402708530426025]",1747583712.272058,"[0.0, 2.2402708530426025]",[],0,0,0,0,0,0,0,0,0,0,0,0
172.16.71.207-224.0.0.252-0-0-UDP,172.16.71.207,0,224.0.0.252,0,UDP,1747585498.2764542,558957.576751709,2,0,150,0,"[75, 75]",[],150,2,"[0.0, 0.558957576751709]",1747585498.8354118,"[0.0, 0.558957576751709]",[],0,0,0,0,0,0,0,0,0,0,0,0
15.197.210.208-172.16.73.109-5222-50566-TCP,15.197.210.208,5222,172.16.73.109,50566,TCP,1747585498.8279936,0.0,1,0,60,0,[60],[],60,1,[0.0],1747585498.8279936,[0.0],[],0,0,0,0,0,0,0,0,1,0,20,0
172.16.73.109-142.250.194.202-0-0-UDP,172.16.73.109,0,142.250.194.202,0,UDP,1747585498.8295462,2641777.753829956,2,0,142,0,"[71, 71]",[],142,2,"[0.0, 2.641777753829956]",1747585501.471324,"[0.0, 2.641777753829956]",[],0,0,0,0,0,0,0,0,0,0,0,0
172.16.71.55-172.16.255.255-0-0-UDP,172.16.71.55,0,172.16.255.255,0,UDP,1747585498.8304832,2977403.6407470703,5,0,584,0,"[92, 92, 216, 92, 92]",[],584,5,"[0.0, 0.022066116333007812, 0.0012769699096679688, 0.3740525245666504, 2.580008029937744]",1747585501.8078868,"[0.0, 0.022066116333007812, 0.0012769699096679688, 0.3740525245666504, 2.580008029937744]",[],0,0,0,0,0,0,0,0,0,0,0,0
172.16.65.118-255.255.255.255-0-0-UDP,172.16.65.118,0,255.255.255.255,0,UDP,1747585498.8342464,0.0,1,0,864,0,[864],[],864,1,[0.0],1747585498.8342464,[0.0],[],0,0,0,0,0,0,0,0,0,0,0,0
172.16.72.45-239.255.255.250-0-0-UDP,172.16.72.45,0,239.255.255.250,0,UDP,1747585498.8364484,0.0,1,0,212,0,[212],[],212,1,[0.0],1747585498.8364484,[0.0],[],0,0,0,0,0,0,0,0,0,0,0,0
142.250.194.202-172.16.73.109-0-0-UDP,142.250.194.202,0,172.16.73.109,0,UDP,1747585498.8375604,2745382.070541382,2,0,134,0,"[67, 67]",[],134,2,"[0.0, 2.745382070541382]",1747585501.5829425,"[0.0, 2.745382070541382]",[],0,0,0,0,0,0,0,0,0,0,0,0
172.16.72.255-172.16.255.255-0-0-UDP,172.16.72.255,0,172.16.255.255,0,UDP,1747585498.8386483,848760.3664398193,4,0,492,0,"[92, 216, 92, 92]",[],492,4,"[0.0, 0.0014963150024414062, 0.014610528945922852, 0.8326535224914551]",1747585499.6874087,"[0.0, 0.0014963150024414062, 0.014610528945922852, 0.8326535224914551]",[],0,0,0,0,0,0,0,0,0,0,0,0
172.16.65.116-255.255.255.255-0-0-UDP,172.16.65.116,0,255.255.255.255,0,UDP,1747585498.841205,0.0,1,0,864,0,[864],[],864,1,[0.0],1747585498.841205,[0.0],[],0,0,0,0,0,0,0,0,0,0,0,0
172.16.72.203-172.16.255.255-0-0-UDP,172.16.72.203,0,172.16.255.255,0,UDP,1747585498.8422866,0.0,1,0,594,0,[594],[],594,1,[0.0],1747585498.8422866,[0.0],[],0,0,0,0,0,0,0,0,0,0,0,0
172.16.65.56-224.0.0.1-0-0-ICMP,172.16.65.56,0,224.0.0.1,0,ICMP,1747585498.8434706,0.0,1,0,60,0,[60],[],60,1,[0.0],1747585498.8434706,[0.0],[],0,0,0,0,0,0,0,0,0,0,0,0
172.16.73.109-104.18.32.47-50767-443-TCP,172.16.73.109,50767,104.18.32.47,443,TCP,1747585498.8445754,451085.09063720703,6,0,5718,0,"[1514, 1514, 1514, 1033, 54, 89]",[],5718,6,"[0.0, 0.0011773109436035156, 0.0011398792266845703, 0.0008978843688964844, 0.44731879234313965, 0.0005512237548828125]",1747585499.2956605,"[0.0, 0.0011773109436035156, 0.0011398792266845703, 0.0008978843688964844, 0.44731879234313965, 0.0005512237548828125]",[],2,0,0,0,0,0,0,2,6,0,120,0
104.18.32.47-172.16.73.109-443-50767-TCP,104.18.32.47,443,172.16.73.109,50767,TCP,1747585498.8485353,447777.98652648926,9,0,991,0,"[60, 60, 60, 60, 350, 87, 169, 85, 60]",[],991,9,"[0.0, 0.0010402202606201172, 0.0009818077087402344, 0.0009706020355224609, 0.4398479461669922, 0.0009307861328125, 0.0010356903076171875, 0.0009124279022216797, 0.0020585060119628906]",1747585499.2963133,"[0.0, 0.0010402202606201172, 0.0009818077087402344, 0.0009706020355224609, 0.4398479461669922, 0.0009307861328125, 0.0010356903076171875, 0.0009124279022216797, 0.0020585060119628906]",[],4,0,0,0,0,0,0,4,9,0,180,0
172.16.71.65-172.16.255.255-0-0-UDP,172.16.71.65,0,172.16.255.255,0,UDP,1747585498.8572817,0.0,1,0,92,0,[92],[],92,1,[0.0],1747585498.8572817,[0.0],[],0,0,0,0,0,0,0,0,0,0,0,0
172.16.72.142-239.255.255.250-0-0-UDP,172.16.72.142,0,239.255.255.250,0,UDP,1747585498.8582196,0.0,1,0,215,0,[215],[],215,1,[0.0],1747585498.8582196,[0.0],[],0,0,0,0,0,0,0,0,0,0,0,0
172.16.72.111-239.255.255.250-0-0-UDP,172.16.72.111,0,239.255.255.250,0,UDP,1747585498.8594108,2391165.9717559814,2,0,424,0,"[212, 212]",[],424,2,"[0.0, 2.3911659717559814]",1747585501.2505767,"[0.0, 2.3911659717559814]",[],0,0,0,0,0,0,0,0,0,0,0,0
172.16.65.106-224.0.0.251-0-0-UDP,172.16.65.106,0,224.0.0.251,0,UDP,1747585498.8605604,0.0,1,0,84,0,[84],[],84,1,[0.0],1747585498.8605604,[0.0],[],0,0,0,0,0,0,0,0,0,0,0,0
172.16.74.21-172.16.255.255-0-0-UDP,172.16.74.21,0,172.16.255.255,0,UDP,1747585498.8614678,0.0,1,0,594,0,[594],[],594,1,[0.0],1747585498.8614678,[0.0],[],0,0,0,0,0,0,0,0,0,0,0,0
172.16.71.207-224.0.0.251-0-0-UDP,172.16.71.207,0,224.0.0.251,0,UDP,1747585498.8632796,1827195.167541504,5,0,1584,0,"[652, 93, 93, 93, 653]",[],1584,5,"[0.0, 0.0011820793151855469, 0.42450690269470215, 0.622715950012207, 0.7787902355194092]",1747585500.6904747,"[0.0, 0.0011820793151855469, 0.42450690269470215, 0.622715950012207, 0.7787902355194092]",[],0,0,0,0,0,0,0,0,0,0,0,0
192.168.1.1-224.0.0.1-0-0-PROTO-2,192.168.1.1,0,224.0.0.1,0,PROTO-2,1747585499.1662078,121756.55364990234,120,0,7200,0,"[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]",[],7200,120,"[0.0, 0.003943681716918945, 0.0009095668792724609, 0.0026960372924804688, 0.0008261203765869141, 0.0017209053039550781, 0.001390695571899414, 0.0006210803985595703, 0.0022420883178710938, 0.0009572505950927734, 0.0010766983032226562, 0.0007686614990234375, 0.0013620853424072266, 0.0006656646728515625, 0.0018846988677978516, 0.0007853507995605469, 0.0008401870727539062, 0.0007078647613525391, 0.0008637905120849609, 0.0006494522094726562, 0.0008358955383300781, 0.0006761550903320312, 0.0008721351623535156, 0.0012042522430419922, 0.0008242130279541016, 0.0006103515625, 0.0006704330444335938, 0.0009243488311767578, 0.0008955001831054688, 0.0008788108825683594, 0.0009064674377441406, 0.0008223056793212891, 0.0009188652038574219, 0.0009527206420898438, 0.0009238719940185547, 0.000942230224609375, 0.0008299350738525391, 0.0009005069732666016, 0.0009164810180664062, 0.0007319450378417969, 0.0008966922760009766, 0.0018301010131835938, 0.0007433891296386719, 0.0007975101470947266, 0.0009119510650634766, 0.0010900497436523438, 0.0008945465087890625, 0.0012378692626953125, 0.0009429454803466797, 0.0008945465087890625, 0.0009071826934814453, 0.0008962154388427734, 0.0009562969207763672, 0.0006303787231445312, 0.0007281303405761719, 0.0006310939788818359, 0.0007786750793457031, 0.001013040542602539, 0.0008423328399658203, 0.0008683204650878906, 0.002508878707885742, 0.0008065700531005859, 0.0008835792541503906, 0.0008788108825683594, 0.0016083717346191406, 0.0008397102355957031, 0.0011260509490966797, 0.0009694099426269531, 0.0007486343383789062, 0.0007405281066894531, 0.0008227825164794922, 0.0009019374847412109, 0.0009105205535888672, 0.0008139610290527344, 0.001542806625366211, 0.0009407997131347656, 0.0006847381591796875, 0.0008244514465332031, 0.0008547306060791016, 0.0008697509765625, 0.0008029937744140625, 0.0006320476531982422, 0.0014121532440185547, 0.0018146038055419922, 0.0008218288421630859, 0.0008363723754882812, 0.0010292530059814453, 0.0007851123809814453, 0.0019409656524658203, 0.0009455680847167969, 0.0018420219421386719, 0.0007851123809814453, 0.0008256435394287109, 0.0009329319000244141, 0.0019342899322509766, 0.0008475780487060547, 0.0008111000061035156, 0.0008137226104736328, 0.0009038448333740234, 0.0009012222290039062, 0.0011625289916992188, 0.0007150173187255859, 0.0008311271667480469, 0.0009329319000244141, 0.0008807182312011719, 0.00093841552734375, 0.0008223056793212891, 0.0007231235504150391, 0.0011343955993652344, 0.0008957386016845703, 0.001074075698852539, 0.0008294582366943359, 0.0008182525634765625, 0.0018837451934814453, 0.0013427734375, 0.0007905960083007812, 0.0009467601776123047, 0.0008132457733154297, 0.0008728504180908203, 0.000812530517578125]",1747585499.2879643,"[0.0, 0.003943681716918945, 0.0009095668792724609, 0.0026960372924804688, 0.0008261203765869141, 0.0017209053039550781, 0.001390695571899414, 0.0006210803985595703, 0.0022420883178710938, 0.0009572505950927734, 0.0010766983032226562, 0.0007686614990234375, 0.0013620853424072266, 0.0006656646728515625, 0.0018846988677978516, 0.0007853507995605469, 0.0008401870727539062, 0.0007078647613525391, 0.0008637905120849609, 0.0006494522094726562, 0.0008358955383300781, 0.0006761550903320312, 0.0008721351623535156, 0.0012042522430419922, 0.0008242130279541016, 0.0006103515625, 0.0006704330444335938, 0.0009243488311767578, 0.0008955001831054688, 0.0008788108825683594, 0.0009064674377441406, 0.0008223056793212891, 0.0009188652038574219, 0.0009527206420898438, 0.0009238719940185547, 0.000942230224609375, 0.0008299350738525391, 0.0009005069732666016, 0.0009164810180664062, 0.0007319450378417969, 0.0008966922760009766, 0.0018301010131835938, 0.0007433891296386719, 0.0007975101470947266, 0.0009119510650634766, 0.0010900497436523438, 0.0008945465087890625, 0.0012378692626953125, 0.0009429454803466797, 0.0008945465087890625, 0.0009071826934814453, 0.0008962154388427734, 0.0009562969207763672, 0.0006303787231445312, 0.0007281303405761719, 0.0006310939788818359, 0.0007786750793457031, 0.001013040542602539, 0.0008423328399658203, 0.0008683204650878906, 0.002508878707885742, 0.0008065700531005859, 0.0008835792541503906, 0.0008788108825683594, 0.0016083717346191406, 0.0008397102355957031, 0.0011260509490966797, 0.0009694099426269531, 0.0007486343383789062, 0.0007405281066894531, 0.0008227825164794922, 0.0009019374847412109, 0.0009105205535888672, 0.0008139610290527344, 0.001542806625366211, 0.0009407997131347656, 0.0006847381591796875, 0.0008244514465332031, 0.0008547306060791016, 0.0008697509765625, 0.0008029937744140625, 0.0006320476531982422, 0.0014121532440185547, 0.0018146038055419922, 0.0008218288421630859, 0.0008363723754882812, 0.0010292530059814453, 0.0007851123809814453, 0.0019409656524658203, 0.0009455680847167969, 0.0018420219421386719, 0.0007851123809814453, 0.0008256435394287109, 0.0009329319000244141, 0.0019342899322509766, 0.0008475780487060547, 0.0008111000061035156, 0.0008137226104736328, 0.0009038448333740234, 0.0009012222290039062, 0.0011625289916992188, 0.0007150173187255859, 0.0008311271667480469, 0.0009329319000244141, 0.0008807182312011719, 0.00093841552734375, 0.0008223056793212891, 0.0007231235504150391, 0.0011343955993652344, 0.0008957386016845703, 0.001074075698852539, 0.0008294582366943359, 0.0008182525634765625, 0.0018837451934814453, 0.0013427734375, 0.0007905960083007812, 0.0009467601776123047, 0.0008132457733154297, 0.0008728504180908203, 0.000812530517578125]",[],0,0,0,0,0,0,0,0,0,0,0,0
192.168.1.1-239.255.255.250-0-0-PROTO-2,192.168.1.1,0,239.255.255.250,0,PROTO-2,1747585499.1754303,88319.06318664551,7,0,420,0,"[60, 60, 60, 60, 60, 60, 60]",[],420,7,"[0.0, 0.004268169403076172, 0.030402183532714844, 0.0226285457611084, 0.023319244384765625, 0.0028824806213378906, 0.004818439483642578]",1747585499.2637494,"[0.0, 0.004268169403076172, 0.030402183532714844, 0.0226285457611084, 0.023319244384765625, 0.0028824806213378906, 0.004818439483642578]",[],0,0,0,0,0,0,0,0,0,0,0,0
172.16.65.161-172.16.255.255-0-0-UDP,172.16.65.161,0,172.16.255.255,0,UDP,1747585499.2509363,0.0,1,0,594,0,[594],[],594,1,[0.0],1747585499.2509363,[0.0],[],0,0,0,0,0,0,0,0,0,0,0,0
172.16.71.35-172.16.255.255-0-0-UDP,172.16.71.35,0,172.16.255.255,0,UDP,1747585499.2814562,0.0,1,0,92,0,[92],[],92,1,[0.0],1747585499.2814562,[0.0],[],0,0,0,0,0,0,0,0,0,0,0,0
172.16.73.109-8.8.4.4-0-0-UDP,172.16.73.109,0,8.8.4.4,0,UDP,1747585499.297338,52825.4508972168,6,0,503,0,"[100, 100, 77, 77, 74, 75]",[],503,6,"[0.0, 0.0005834102630615234, 0.006493330001831055, 0.005434274673461914, 0.027364015579223633, 0.012950420379638672]",1747585499.3501635,"[0.0, 0.0005834102630615234, 0.006493330001831055, 0.005434274673461914, 0.027364015579223633, 0.012950420379638672]",[],0,0,0,0,0,0,0,0,0,0,0,0
172.16.73.109-104.18.32.47-50768-443-TCP,172.16.73.109,50768,104.18.32.47,443,TCP,1747585499.2984617,1280541.181564331,5,0,464,0,"[174, 93, 54, 54, 89]",[],464,5,"[0.0, 0.0004901885986328125, 0.054642677307128906, 1.1135716438293457, 0.11183667182922363]",1747585500.5790029,"[0.0, 0.0004901885986328125, 0.054642677307128906, 1.1135716438293457, 0.11183667182922363]",[],3,0,0,0,0,0,0,3,5,0,100,0
